,fips,county,st,pred_diff
24279,29065,Dent,MO,3.4
24311,29069,Dunklin,MO,1.2
24327,29071,Franklin,MO,6.0
24343,29073,Gasconade,MO,3.2
24359,29075,Gentry,MO,7.8
24375,29077,Greene,MO,3.0
24391,29079,Grundy,MO,3.6
24407,29081,Harrison,MO,11.6
24423,29083,Henry,MO,-6.2
24439,29085,Hickory,MO,1.8
24455,29087,Holt,MO,-0.2
24471,29089,Howard,MO,-0.2
24487,29091,Howell,MO,4.8
24503,29093,Iron,MO,5.4
24519,29095,Jackson,MO,2.6
24535,29097,Jasper,MO,-0.8
24551,29099,Jefferson,MO,6.6
24567,29101,Johnson,MO,-4.4
24583,29103,Knox,MO,8.0
24599,29105,Laclede,MO,-1.8
24615,29107,Lafayette,MO,-1.4
24631,29109,Lawrence,MO,7.6
24647,29111,Lewis,MO,-0.2
24663,29113,Lincoln,MO,3.0
24679,29115,Linn,MO,3.6
24695,29117,Livingston,MO,5.0
24711,29119,Mcdonald,MO,3.4
24727,29121,Macon,MO,6.4
24743,29123,Madison,MO,7.4
24759,29125,Maries,MO,7.0
24775,29127,Marion,MO,4.4
24791,29129,Mercer,MO,1.6
24807,29131,Miller,MO,-1.2
24823,29133,Mississippi,MO,-4.4
24839,29135,Moniteau,MO,3.2
24855,29137,Monroe,MO,5.4
24871,29139,Montgomery,MO,7.4
24887,29141,Morgan,MO,7.4
24903,29143,New Madrid,MO,2.4
24919,29145,Newton,MO,-3.6
24935,29147,Nodaway,MO,-5.8
24951,29149,Oregon,MO,3.8
24967,29151,Osage,MO,6.4
24983,29153,Ozark,MO,0.8
24999,29155,Pemiscot,MO,11.4
25015,29157,Perry,MO,-0.2
25031,29159,Pettis,MO,1.8
25047,29161,Phelps,MO,-2.0
25063,29163,Pike,MO,1.4
25079,29165,Platte,MO,-2.0
25095,29167,Polk,MO,8.4
25111,29169,Pulaski,MO,1.6
25127,29171,Putnam,MO,-3.6
25143,29173,Ralls,MO,-7.2
25159,29175,Randolph,MO,5.6
25175,29177,Ray,MO,-0.4
25191,29179,Reynolds,MO,8.2
25207,29181,Ripley,MO,5.0
25223,29183,St Charles,MO,0.2
25239,29185,St Clair,MO,1.6
25255,29186,Ste Genevieve,MO,10.6
25271,29187,St Francois,MO,3.0
25287,29189,St Louis,MO,-2.6
25303,29195,Saline,MO,4.2
25319,29197,Schuyler,MO,2.8
25335,29199,Scotland,MO,-3.0
25351,29201,Scott,MO,2.8
25367,29203,Shannon,MO,8.4
25383,29205,Shelby,MO,9.4
25399,29207,Stoddard,MO,1.4
25415,29209,Stone,MO,2.2
25431,29211,Sullivan,MO,0.0
25447,29213,Taney,MO,-1.8
25463,29215,Texas,MO,-2.8
25479,29217,Vernon,MO,5.6
25495,29219,Warren,MO,4.2
25511,29221,Washington,MO,7.0
25527,29223,Wayne,MO,7.8
25543,29225,Webster,MO,-0.2
25559,29227,Worth,MO,0.6
25575,29229,Wright,MO,-3.8
25591,29510,St Louis City,MO,7.2
25607,30001,Beaverhead,MT,-2.0
25623,30003,Big Horn,MT,0.4
25639,30005,Blaine,MT,5.6
25655,30007,Broadwater,MT,8.8
25671,30009,Carbon,MT,8.2
25687,30011,Carter,MT,-1.8
25703,30013,Cascade,MT,2.6
25719,30015,Chouteau,MT,3.0
25735,30017,Custer,MT,4.0
25751,30019,Daniels,MT,10.6
25767,30021,Dawson,MT,5.4
25783,30023,Deer Lodge,MT,7.0
25799,30025,Fallon,MT,-0.4
25815,30027,Fergus,MT,3.8
25831,30029,Flathead,MT,4.2
25847,30031,Gallatin,MT,-0.4
25863,30033,Garfield,MT,-9.0
25879,30035,Glacier,MT,5.8
25911,30039,Granite,MT,5.0
25927,30041,Hill,MT,7.4
25943,30043,Jefferson,MT,7.0
25959,30045,Judith Basin,MT,-6.4
25975,30047,Lake,MT,2.0
25991,30049,Lewis And Clark,MT,-2.0
26007,30051,Liberty,MT,2.4
26023,30053,Lincoln,MT,0.6
26039,30055,Mccone,MT,-1.8
26055,30057,Madison,MT,3.6
26071,30059,Meagher,MT,-2.0
26087,30061,Mineral,MT,7.0
26103,30063,Missoula,MT,5.6
26119,30065,Musselshell,MT,-6.2
26135,30067,Park,MT,7.6
26167,30071,Phillips,MT,-0.4
26183,30073,Pondera,MT,7.2
26199,30075,Powder River,MT,-0.6
26215,30077,Powell,MT,1.6
26231,30079,Prairie,MT,1.8
26247,30081,Ravalli,MT,-6.2
26263,30083,Richland,MT,9.0
26279,30085,Roosevelt,MT,1.6
26295,30087,Rosebud,MT,2.2
26311,30089,Sanders,MT,-1.6
26327,30091,Sheridan,MT,9.0
26343,30093,Silver Bow,MT,7.8
26359,30095,Stillwater,MT,-2.6
26375,30097,Sweet Grass,MT,-2.2
26391,30099,Teton,MT,-2.6
26407,30101,Toole,MT,3.0
26423,30103,Treasure,MT,-4.4
26439,30105,Valley,MT,-5.2
26487,30111,Yellowstone,MT,0.8
26503,31001,Adams,NE,-3.8
26519,31003,Antelope,NE,-1.0
26583,31011,Boone,NE,-6.2
26599,31013,Box Butte,NE,8.0
26615,31015,Boyd,NE,-2.6
26631,31017,Brown,NE,-6.8
26647,31019,Buffalo,NE,-8.0
26663,31021,Burt,NE,-6.8
26679,31023,Butler,NE,-4.2
26695,31025,Cass,NE,-5.4
26711,31027,Cedar,NE,-6.8
26727,31029,Chase,NE,-4.4
26743,31031,Cherry,NE,-6.6
26759,31033,Cheyenne,NE,3.6
26775,31035,Clay,NE,-10.0
26791,31037,Colfax,NE,-3.8
26807,31039,Cuming,NE,-1.8
26823,31041,Custer,NE,2.6
26839,31043,Dakota,NE,-1.8
26855,31045,Dawes,NE,4.2
26871,31047,Dawson,NE,-1.8
26887,31049,Deuel,NE,2.4
26903,31051,Dixon,NE,-1.8
26919,31053,Dodge,NE,-3.6
26935,31055,Douglas,NE,-2.2
26951,31057,Dundy,NE,-8.2
26967,31059,Fillmore,NE,-2.6
26983,31061,Franklin,NE,-11.2
26999,31063,Frontier,NE,-13.2
27015,31065,Furnas,NE,1.8
27031,31067,Gage,NE,-2.6
27047,31069,Garden,NE,-5.8
27063,31071,Garfield,NE,3.8
27079,31073,Gosper,NE,-7.4
27127,31079,Hall,NE,-4.8
27143,31081,Hamilton,NE,-4.8
27159,31083,Harlan,NE,4.0
27191,31087,Hitchcock,NE,7.8
27207,31089,Holt,NE,-6.2
27223,31091,Hooker,NE,-5.4
27239,31093,Howard,NE,-0.4
27255,31095,Jefferson,NE,-1.0
27271,31097,Johnson,NE,3.0
27287,31099,Kearney,NE,-0.6
27303,31101,Keith,NE,-2.6
27335,31105,Kimball,NE,5.0
27351,31107,Knox,NE,1.2
27367,31109,Lancaster,NE,-1.4
27383,31111,Lincoln,NE,-1.4
27447,31119,Madison,NE,-4.4
27463,31121,Merrick,NE,3.4
27479,31123,Morrill,NE,-4.6
27495,31125,Nance,NE,-0.4
27511,31127,Nemaha,NE,4.6
27527,31129,Nuckolls,NE,1.0
27543,31131,Otoe,NE,-4.6
27559,31133,Pawnee,NE,7.2
27575,31135,Perkins,NE,0.0
27591,31137,Phelps,NE,-1.4
27607,31139,Pierce,NE,-9.6
27623,31141,Platte,NE,-5.6
27639,31143,Polk,NE,-4.2
27655,31145,Red Willow,NE,3.4
27671,31147,Richardson,NE,4.2
27687,31149,Rock,NE,-6.2
27703,31151,Saline,NE,-4.8
27719,31153,Sarpy,NE,-4.0
27735,31155,Saunders,NE,-7.8
27751,31157,Scotts Bluff,NE,-4.6
27767,31159,Seward,NE,-6.6
27783,31161,Sheridan,NE,0.8
27831,31167,Stanton,NE,-4.6
27847,31169,Thayer,NE,-4.2
27879,31173,Thurston,NE,5.6
27895,31175,Valley,NE,8.4
27911,31177,Washington,NE,-5.2
27927,31179,Wayne,NE,-1.0
27943,31181,Webster,NE,-4.2
27975,31185,York,NE,-3.2
27991,32001,Churchill,NV,7.4
28007,32003,Clark,NV,1.4
28023,32005,Douglas,NV,2.4
28039,32007,Elko,NV,2.0
28071,32011,Eureka,NV,0.2
28087,32013,Humboldt,NV,-2.2
28103,32015,Lander,NV,4.2
28119,32017,Lincoln,NV,4.2
28135,32019,Lyon,NV,3.6
28151,32021,Mineral,NV,3.4
28167,32023,Nye,NV,1.4
28183,32027,Pershing,NV,1.4
28215,32031,Washoe,NV,2.0
28231,32033,White Pine,NV,2.0
28247,32510,Carson City,NV,10.2
28263,33001,Belknap,NH,7.4
28279,33003,Carroll,NH,8.0
28295,33005,Cheshire,NH,1.0
28311,33007,Coos,NH,2.2
28327,33009,Grafton,NH,0.4
28343,33011,Hillscounty,NH,2.8
28359,33013,Merrimack,NH,4.2
28375,33015,Rockingham,NH,0.6
28391,33017,Strafford,NH,-0.6
28407,33019,Sullivan,NH,5.8
28423,34001,Atlantic,NJ,7.0
28439,34003,Bergen,NJ,-2.6
28455,34005,Burlington,NJ,1.6
28471,34007,Camden,NJ,2.4
28487,34009,Cape May,NJ,4.4
28503,34011,Cumberland,NJ,5.4
28519,34013,Essex,NJ,4.0
28535,34015,Gloucester,NJ,7.6
28551,34017,Hudson,NJ,-0.2
28567,34019,Hunterdon,NJ,0.2
28583,34021,Mercer,NJ,-1.6
28599,34023,Middlesex,NJ,-0.8
28615,34025,Monmouth,NJ,0.8
28631,34027,Morris,NJ,-0.8
28647,34029,Ocean,NJ,0.6
28663,34031,Passaic,NJ,1.0
28679,34033,Salem,NJ,6.8
28695,34035,Somerset,NJ,-1.4
28711,34037,Sussex,NJ,-1.0
28727,34039,Union,NJ,-1.2
28743,34041,Warren,NJ,2.6
28759,35001,Bernalillo,NM,0.6
28775,35003,Catron,NM,3.6
28791,35005,Chaves,NM,6.8
28807,35006,Cibola,NM,4.8
28823,35007,Colfax,NM,4.0
28839,35009,Curry,NM,2.8
28855,35011,Debaca,NM,8.8
28871,35013,Dona Ana,NM,9.0
28887,35015,Eddy,NM,5.2
28903,35017,Grant,NM,6.2
28919,35019,Guadalupe,NM,7.2
28935,35021,Harding,NM,5.8
28951,35023,Hidalgo,NM,2.0
28967,35025,Lea,NM,6.2
28983,35027,Lincoln,NM,6.4
28999,35028,Los Alamos,NM,5.8
29015,35029,Luna,NM,6.2
29031,35031,Mckinley,NM,4.2
29047,35033,Mora,NM,7.6
29063,35035,Otero,NM,5.4
29079,35037,Quay,NM,7.0
29095,35039,Rio Arriba,NM,4.8
29111,35041,Roosevelt,NM,5.4
29127,35043,Sandoval,NM,7.6
29143,35045,San Juan,NM,4.0
29159,35047,San Miguel,NM,9.4
29175,35049,Santa Fe,NM,5.2
29191,35051,Sierra,NM,4.8
29207,35053,Socorro,NM,1.4
29223,35055,Taos,NM,4.2
29239,35057,Torrance,NM,5.8
29255,35059,Union,NM,3.2
29271,35061,Valencia,NM,10.6
29287,36001,Albany,NY,0.6
29303,36003,Allegany,NY,-4.8
29319,36005,Bronx,NY,2.8
29335,36007,Broome,NY,-5.0
29351,36009,Cattaraugus,NY,-0.4
29367,36011,Cayuga,NY,0.6
29383,36013,Chautauqua,NY,-5.8
29399,36015,Chemung,NY,0.6
29415,36017,Chenango,NY,-3.4
29431,36019,Clinton,NY,-2.2
29447,36021,Columbia,NY,1.6
29463,36023,Cortland,NY,-2.6
29479,36025,Delaware,NY,0.4
29495,36027,Dutchess,NY,0.8
29511,36029,Erie,NY,-4.2
29527,36031,Essex,NY,-3.0
29543,36033,Franklin,NY,-4.2
29559,36035,Fulton,NY,-2.2
29575,36037,Genesee,NY,-5.6
29591,36039,Greene,NY,-3.4
29607,36041,Hamilton,NY,-3.4
29623,36043,Herkimer,NY,1.0
29639,36045,Jefferson,NY,0.0
29655,36047,Kings,NY,1.4
29671,36049,Lewis,NY,-0.4
29687,36051,Livingston,NY,-4.0
29703,36053,Madison,NY,-0.6
29719,36055,Monroe,NY,-4.0
29735,36057,Montgomery,NY,-4.4
29751,36059,Nassau,NY,-1.8
29767,36061,New York,NY,3.6
29783,36063,Niagara,NY,0.6
29799,36065,Oneida,NY,0.0
29815,36067,Onondaga,NY,-0.4
29831,36069,Ontario,NY,-0.4
29847,36071,Orange,NY,-3.0
29863,36073,Orleans,NY,-4.6
29879,36075,Oswego,NY,0.6
29895,36077,Otsego,NY,-3.6
29911,36079,Putnam,NY,0.6
29927,36081,Queens,NY,0.0
29943,36083,Rensselaer,NY,-0.4
29959,36085,Richmond,NY,5.6
29975,36087,Rockland,NY,1.4
29991,36089,St Lawrence,NY,-3.4
30007,36091,Saratoga,NY,-0.8
30023,36093,Schenectady,NY,0.4
30039,36095,Schoharie,NY,-3.2
30055,36097,Schuyler,NY,-3.6
30071,36099,Seneca,NY,-1.0
30087,36101,Steuben,NY,-0.6
30103,36103,Suffolk,NY,-0.8
30119,36105,Sullivan,NY,1.4
30135,36107,Tioga,NY,-0.8
30151,36109,Tompkins,NY,-0.4
30167,36111,Ulster,NY,-2.8
30183,36113,Warren,NY,-2.4
30199,36115,Washington,NY,-1.4
30215,36117,Wayne,NY,-0.2
30231,36119,Westchester,NY,-1.2
30247,36121,Wyoming,NY,-3.8
30263,36123,Yates,NY,-0.6
30279,37001,Alamance,NC,2.8
30295,37003,Alexander,NC,5.8
30311,37005,Alleghany,NC,10.2
30327,37007,Anson,NC,-0.6
30343,37009,Ashe,NC,8.0
30359,37011,Avery,NC,3.8
30375,37013,Beaufort,NC,-1.4
30391,37015,Bertie,NC,-6.0
30407,37017,Bladen,NC,0.6
30423,37019,Brunswick,NC,1.4
30439,37021,Buncombe,NC,3.6
30455,37023,Burke,NC,5.2
30471,37025,Cabarrus,NC,1.8
30487,37027,Caldwell,NC,6.0
30519,37031,Carteret,NC,6.6
30535,37033,Caswell,NC,6.8
30551,37035,Catawba,NC,3.0
30567,37037,Chatham,NC,-0.4
30583,37039,Cherokee,NC,3.8
30599,37041,Chowan,NC,3.6
30615,37043,Clay,NC,2.2
30631,37045,Cleveland,NC,3.8
30647,37047,Columbus,NC,5.0
30663,37049,Craven,NC,4.8
30679,37051,Cumberland,NC,-0.4
30695,37053,Currituck,NC,0.0
30711,37055,Dare,NC,1.8
30727,37057,Davidson,NC,5.4
30743,37059,Davie,NC,5.6
30759,37061,Duplin,NC,-3.2
30775,37063,Durham,NC,-1.6
30791,37065,Edgecombe,NC,1.8
30807,37067,Forsyth,NC,-1.2
30823,37069,Franklin,NC,-2.0
30839,37071,Gaston,NC,7.4
30855,37073,Gates,NC,-2.4
30871,37075,Graham,NC,7.6
30887,37077,Granville,NC,1.0
30903,37079,Greene,NC,-0.2
30919,37081,Guilford,NC,-3.0
30935,37083,Halifax,NC,4.0
30951,37085,Harnett,NC,-2.4
30967,37087,Haywood,NC,4.6
30983,37089,Henderson,NC,3.2
30999,37091,Hertford,NC,-3.6
31015,37093,Hoke,NC,-4.4
31031,37095,Hyde,NC,-2.6
31047,37097,Iredell,NC,3.8
31063,37099,Jackson,NC,8.6
31079,37101,Johnston,NC,-4.6
31095,37103,Jones,NC,4.2
31111,37105,Lee,NC,3.0
31127,37107,Lenoir,NC,-2.0
31143,37109,Lincoln,NC,3.4
31159,37111,Mcdowell,NC,2.0
31175,37113,Macon,NC,11.0
31191,37115,Madison,NC,5.4
31207,37117,Martin,NC,3.0
31223,37119,Mecklenburg,NC,-2.2
31239,37121,Mitchell,NC,3.4
31255,37123,Montgomery,NC,-3.6
31271,37125,Moore,NC,2.4
31287,37127,Nash,NC,0.0
31303,37129,New Hanover,NC,2.6
31319,37131,Northampton,NC,1.4
31335,37133,Onslow,NC,0.2
31351,37135,Orange,NC,2.6
31367,37137,Pamlico,NC,8.0
31383,37139,Pasquotank,NC,-2.8
31399,37141,Pender,NC,-3.4
31415,37143,Perquimans,NC,5.6
31431,37145,Person,NC,4.8
31447,37147,Pitt,NC,-0.4
31463,37149,Polk,NC,7.8
31479,37151,Randolph,NC,0.6
31495,37153,Richmond,NC,4.4
31511,37155,Robeson,NC,-0.4
31527,37157,Rockingham,NC,3.0
31543,37159,Rowan,NC,6.0
31559,37161,Rutherford,NC,7.6
31575,37163,Sampson,NC,3.8
31591,37165,Scotland,NC,1.0
31607,37167,Stanly,NC,3.8
31623,37169,Stokes,NC,9.4
31639,37171,Surry,NC,1.6
31655,37173,Swain,NC,1.6
31671,37175,Transylvania,NC,12.0
31687,37177,Tyrrell,NC,-1.2
31703,37179,Union,NC,-3.4
31719,37181,Vance,NC,7.2
31735,37183,Wake,NC,-5.2
31751,37185,Warren,NC,-1.4
31767,37187,Washington,NC,-3.8
31783,37189,Watauga,NC,-1.4
31799,37191,Wayne,NC,-1.8
31815,37193,Wilkes,NC,10.2
31831,37195,Wilson,NC,-3.0
31847,37197,Yadkin,NC,8.8
31863,37199,Yancey,NC,8.8
31879,38001,Adams,ND,-2.4
31895,38003,Barnes,ND,0.0
31943,38009,Bottineau,ND,-1.4
31959,38011,Bowman,ND,-5.0
31991,38015,Burleigh,ND,-2.6
32007,38017,Cass,ND,-5.0
32023,38019,Cavalier,ND,-5.0
32039,38021,Dickey,ND,-2.6
32055,38023,Divide,ND,-3.2
32071,38025,Dunn,ND,-7.6
32087,38027,Eddy,ND,-10.8
32103,38029,Emmons,ND,-3.6
32119,38031,Foster,ND,-5.4
32135,38033,Golden Valley,ND,-10.0
32151,38035,Grand Forks,ND,-3.4
32167,38037,Grant,ND,-3.0
32183,38039,Griggs,ND,-3.2
32199,38041,Hettinger,ND,-0.6
32215,38043,Kidder,ND,-4.4
32231,38045,Lamoure,ND,-14.2
32263,38049,Mchenry,ND,-6.8
32279,38051,Mcintosh,ND,-0.6
32295,38053,Mckenzie,ND,4.4
32311,38055,Mclean,ND,-1.0
32327,38057,Mercer,ND,-1.8
32343,38059,Morton,ND,-0.6
32359,38061,Mountrail,ND,-2.8
32375,38063,Nelson,ND,-2.2
32391,38065,Oliver,ND,1.8
32407,38067,Pembina,ND,1.2
32423,38069,Pierce,ND,1.6
32439,38071,Ramsey,ND,0.0
32455,38073,Ransom,ND,-2.2
32471,38075,Renville,ND,-11.2
32487,38077,Richland,ND,-3.0
32503,38079,Rolette,ND,0.2
32535,38083,Sheridan,ND,-9.0
32551,38085,Sioux,ND,-1.4
32583,38089,Stark,ND,2.0
32615,38093,Stutsman,ND,-1.8
32631,38095,Towner,ND,-2.6
32647,38097,Traill,ND,-4.6
32663,38099,Walsh,ND,0.6
32679,38101,Ward,ND,-1.8
32695,38103,Wells,ND,-9.6
32711,38105,Williams,ND,0.0
32727,39001,Adams,OH,7.8
32743,39003,Allen,OH,-2.8
32759,39005,Ashland,OH,-0.6
32775,39007,Ashtabula,OH,0.6
32791,39009,Athens,OH,5.2
32807,39011,Auglaize,OH,3.2
32823,39013,Belmont,OH,-1.2
32839,39015,Brown,OH,9.2
32855,39017,Butler,OH,3.6
32871,39019,Carroll,OH,6.8
32887,39021,Champaign,OH,2.6
32903,39023,Clark,OH,6.6
32919,39025,Clermont,OH,5.0
32935,39027,Clinton,OH,11.4
32951,39029,Columbiana,OH,5.0
32967,39031,Coshocton,OH,2.0
32983,39033,Crawford,OH,2.8
32999,39035,Cuyahoga,OH,1.2
33015,39037,Darke,OH,5.2
33031,39039,Defiance,OH,-0.4
33047,39041,Delaware,OH,-7.8
33063,39043,Erie,OH,-1.4
33079,39045,Fairfield,OH,-1.6
33095,39047,Fayette,OH,2.2
33111,39049,Franklin,OH,1.2
33127,39051,Fulton,OH,-5.6
33143,39053,Gallia,OH,5.0
33159,39055,Geauga,OH,-1.2
33175,39057,Greene,OH,4.0
33191,39059,Guernsey,OH,-2.8
33207,39061,Hamilton,OH,0.0
33223,39063,Hancock,OH,-4.0
33239,39065,Hardin,OH,5.6
33255,39067,Harrison,OH,4.2
33271,39069,Henry,OH,0.2
33287,39071,Highland,OH,0.2
33303,39073,Hocking,OH,8.8
33319,39075,Holmes,OH,-1.8
33335,39077,Huron,OH,0.0
33351,39079,Jackson,OH,7.0
33367,39081,Jefferson,OH,2.6
33383,39083,Knox,OH,0.6
33399,39085,Lake,OH,2.2
33415,39087,Lawrence,OH,8.2
33431,39089,Licking,OH,1.8
33447,39091,Logan,OH,2.0
33463,39093,Lorain,OH,-2.2
33479,39095,Lucas,OH,2.6
33495,39097,Madison,OH,2.6
33511,39099,Mahoning,OH,5.0
33527,39101,Marion,OH,-0.6
33543,39103,Medina,OH,-7.2
33559,39105,Meigs,OH,2.4
33575,39107,Mercer,OH,-2.6
33591,39109,Miami,OH,-0.6
33607,39111,Monroe,OH,4.2
33623,39113,Montgomery,OH,2.4
33639,39115,Morgan,OH,2.4
33655,39117,Morrow,OH,-1.0
33671,39119,Muskingum,OH,1.6
33687,39121,Noble,OH,0.0
33703,39123,Ottawa,OH,2.2
33719,39125,Paulding,OH,2.4
33735,39127,Perry,OH,-1.4
33751,39129,Pickaway,OH,1.6
33767,39131,Pike,OH,5.0
33783,39133,Portage,OH,-0.4
33799,39135,Preble,OH,6.4
33815,39137,Putnam,OH,-2.2
33831,39139,Richland,OH,3.8
33847,39143,Sandusky,OH,-6.0
33863,39145,Scioto,OH,4.2
33879,39147,Seneca,OH,1.2
33895,39149,Shelby,OH,0.6
33911,39151,Stark,OH,-2.4
33927,39153,Summit,OH,-3.0
33943,39155,Trumbull,OH,3.8
33959,39157,Tuscarawas,OH,-7.2
33975,39159,Union,OH,-3.8
33991,39161,Van Wert,OH,0.6
34007,39163,Vinton,OH,4.8
34023,39165,Warren,OH,0.6
34039,39167,Washington,OH,0.6
34055,39169,Wayne,OH,-4.6
34071,39171,Williams,OH,-2.4
34087,39173,Wood,OH,-5.0
34103,39175,Wyandot,OH,-1.0
34119,40001,Adair,OK,-3.6
34135,40003,Alfalfa,OK,13.2
34151,40005,Atoka,OK,8.8
34167,40007,Beaver,OK,6.4
34183,40009,Beckham,OK,3.0
34199,40011,Blaine,OK,6.8
34215,40013,Bryan,OK,4.2
34231,40015,Caddo,OK,6.2
34247,40017,Canadian,OK,0.8
34263,40019,Carter,OK,6.2
34279,40021,Cherokee,OK,3.6
34295,40023,Choctaw,OK,0.6
34311,40025,Cimarron,OK,12.4
34327,40027,Cleveland,OK,3.8
34343,40029,Coal,OK,10.6
34359,40031,Comanche,OK,-2.0
34375,40033,Cotton,OK,3.8
34391,40035,Craig,OK,4.2
34407,40037,Creek,OK,7.4
34423,40039,Custer,OK,2.8
34439,40041,Delaware,OK,9.8
34455,40043,Dewey,OK,10.8
34471,40045,Ellis,OK,11.8
34487,40047,Garfield,OK,-3.0
34503,40049,Garvin,OK,5.2
34519,40051,Grady,OK,4.0
34535,40053,Grant,OK,-0.4
34551,40055,Greer,OK,5.4
34567,40057,Harmon,OK,2.6
34583,40059,Harper,OK,9.6
34599,40061,Haskell,OK,5.8
34615,40063,Hughes,OK,4.0
34631,40065,Jackson,OK,-0.4
34647,40067,Jefferson,OK,6.0
34663,40069,Johnston,OK,1.4
34679,40071,Kay,OK,2.8
34695,40073,Kingfisher,OK,-1.8
34711,40075,Kiowa,OK,10.6
34727,40077,Latimer,OK,1.4
34743,40079,Le Flore,OK,6.4
34759,40081,Lincoln,OK,3.8
34775,40083,Logan,OK,-2.0
34791,40085,Love,OK,1.6
34807,40087,Mcclain,OK,3.0
34823,40089,Mccurtain,OK,5.2
34839,40091,Mcintosh,OK,7.2
34855,40093,Major,OK,0.4
34871,40095,Marshall,OK,7.4
34887,40097,Mayes,OK,7.0
34903,40099,Murray,OK,1.0
34919,40101,Muskogee,OK,4.4
34935,40103,Noble,OK,9.4
34951,40105,Nowata,OK,9.2
34967,40107,Okfuskee,OK,8.0
34983,40109,Oklahoma,OK,0.8
34999,40111,Okmulgee,OK,4.6
35015,40113,Osage,OK,-0.6
35031,40115,Ottawa,OK,3.2
35047,40117,Pawnee,OK,3.8
35063,40119,Payne,OK,-5.2
35079,40121,Pittsburg,OK,2.2
35095,40123,Pontotoc,OK,6.0
35111,40125,Pottawatomie,OK,3.6
35127,40127,Pushmataha,OK,10.2
35143,40129,Roger Mills,OK,-7.0
35159,40131,Rogers,OK,4.4
35175,40133,Seminole,OK,11.2
35191,40135,Sequoyah,OK,2.8
35207,40137,Stephens,OK,2.2
35223,40139,Texas,OK,0.0
35239,40141,Tillman,OK,6.2
35255,40143,Tulsa,OK,3.6
35271,40145,Wagoner,OK,9.6
35287,40147,Washington,OK,5.8
35303,40149,Washita,OK,5.8
35319,40151,Woods,OK,1.4
35335,40153,Woodward,OK,-0.8
35351,41001,Baker,OR,0.8
35367,41003,Benton,OR,-4.0
35383,41005,Clackamas,OR,-1.4
35399,41007,Clatsop,OR,2.8
35415,41009,Columbia,OR,-0.8
35431,41011,Coos,OR,1.0
35447,41013,Crook,OR,0.8
35463,41015,Curry,OR,1.0
35479,41017,Deschutes,OR,-1.6
35495,41019,Douglas,OR,1.4
35511,41021,Gilliam,OR,-2.4
35527,41023,Grant,OR,0.8
35543,41025,Harney,OR,4.0
35559,41027,Hood River,OR,-4.6
35575,41029,Jackson,OR,2.6
35591,41031,Jefferson,OR,-2.4
35607,41033,Josephine,OR,2.2
35623,41035,Klamath,OR,0.8
35639,41037,Lake,OR,1.2
35655,41039,Lane,OR,2.0
35671,41041,Lincoln,OR,0.2
35687,41043,Linn,OR,2.8
35703,41045,Malheur,OR,-2.6
35719,41047,Marion,OR,-0.4
35735,41049,Morrow,OR,-6.0
35751,41051,Multnomah,OR,2.2
35767,41053,Polk,OR,-1.2
35783,41055,Sherman,OR,-4.6
35799,41057,Tillamook,OR,-1.2
35815,41059,Umatilla,OR,-1.2
35831,41061,Union,OR,-0.6
35847,41063,Wallowa,OR,-0.2
35863,41065,Wasco,OR,-0.8
35879,41067,Washington,OR,-3.2
35895,41069,Wheeler,OR,3.6
35911,41071,Yamhill,OR,0.2
35927,42001,Adams,PA,2.2
35943,42003,Allegheny,PA,2.2
35959,42005,Armstrong,PA,3.4
35975,42007,Beaver,PA,5.2
35991,42009,Bedford,PA,8.0
36007,42011,Berks,PA,0.8
36023,42013,Blair,PA,6.8
36039,42015,Bradford,PA,-1.2
36055,42017,Bucks,PA,6.4
36071,42019,Butler,PA,0.4
36087,42021,Cambria,PA,2.8
36103,42023,Cameron,PA,2.0
36119,42025,Carbon,PA,2.2
36135,42027,Centre,PA,-2.2
36151,42029,Chester,PA,1.6
36167,42031,Clarion,PA,-0.8
36183,42033,Clearfield,PA,-0.2
36199,42035,Clinton,PA,-0.8
36215,42037,Columbia,PA,-3.2
36231,42039,Crawford,PA,-2.8
36247,42041,Cumberland,PA,-3.4
36263,42043,Dauphin,PA,-0.6
36279,42045,Delaware,PA,4.6
36295,42047,Elk,PA,6.2
36311,42049,Erie,PA,1.8
36327,42051,Fayette,PA,7.2
36343,42053,Forest,PA,4.8
36359,42055,Franklin,PA,-1.0
36375,42057,Fulton,PA,2.4
36391,42059,Greene,PA,10.0
36407,42061,Huntingdon,PA,-1.6
36423,42063,Indiana,PA,1.2
36439,42065,Jefferson,PA,2.6
36455,42067,Juniata,PA,-1.4
36471,42069,Lackawanna,PA,7.2
36487,42071,Lancaster,PA,-0.4
36503,42073,Lawrence,PA,2.0
36519,42075,Lebanon,PA,-2.8
36535,42077,Lehigh,PA,3.0
36551,42079,Luzerne,PA,4.6
36567,42081,Lycoming,PA,-1.8
36583,42083,Mc Kean,PA,-1.2
36599,42085,Mercer,PA,6.4
36615,42087,Mifflin,PA,5.8
36631,42089,Monroe,PA,1.2
36647,42091,Montgomery,PA,1.2
36663,42093,Montour,PA,6.8
36679,42095,Northampton,PA,2.8
36695,42097,Northumberland,PA,-1.4
36711,42099,Perry,PA,2.0
36727,42101,Philadelphia,PA,0.2
36743,42103,Pike,PA,4.4
36759,42105,Potter,PA,-5.8
36775,42107,Schuylkill,PA,4.0
36791,42109,Snyder,PA,-2.0
36807,42111,Somerset,PA,4.6
36823,42113,Sullivan,PA,8.0
